id;Piece ID;image_url;xml_url;lyrics_xml;lyrics_length;lyrics-gpt-4o-2024-05-1_try_1;lyrics-cogvlm_try_1;lyrics-cpm_v2_5_llama3_try_1;;
161;C01-41;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-41a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/surcar_marineros.xml;Surcar marineros la más y mejor, que_el mar y las olas nos causan temor. La madre María la nave la guía y_al puerto mejor, surcar marineros la más y mejor, que_el mar y las olas nos causan temor;217.0;"Surcar marineros la más y mejor que el mar y las olas nos causan temor la madre
";"text
    Surcar marineros
    Nada más la mejor quemary las olas nos casan con la madurez
    Na va la que ya puerto mejor, surcar marineros la mejor quemary las olas nos casan con la madurez
    ";"
Fuentes 
Surcar merinos
Nudance Naranza Fuentas Sur car mari ner os la masy mejor queuery las ols nos causante madremarla D.C. na vea quia yal puerto meyor, surcarmari ne ros lo massauantemor
";;
162;C01-43;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-43a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/la_hojita_del_pino2.xml;La_hojita del pino ¿quién la cogerá? alta_está ¿cuándo querrá Dios que salga el sol de mañana_y tarde con su resplandor? ¿Cuándo? sión;150.0;"Lahojita del pino quienle cogerá alteestá cuando querrá-
Siendo tan debi quitarán querra querra-querá Días que salga el
sol Días que salga el sol
de
mañana y tar de con so ves plan dor cuando
montes de Ceru dera lo lo medi mi pasa sión";"text
    Sol mantes de cernilla ocre y lo res pleno dor cuando si.
    Sol de marqués, far de conjuro, res pleno dor cuando si.
    Labijita del pino que la cogera Alta erza cuando quiera - Dios que solgbe!
    Siendo tan di quita y dan.
    La hojita del pino
    Mudanza
    ";;;
163;C01-44;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-44a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/hermosa_tortola.xml;Hermosa tórtola que_entre los álamos cantas al alba gorjeos de_amor que_entre los álamos respon de_al pájaro frente_al río se_alegra la flor;162.0;"Hermosa tórtola que entre los aires
la voz levantas al alba gorgeas
dea amor quererte
alentando el
pon de el pájaro frente al
ruido se alce -grata la flor";"text
Her-mosa torto-la queen-tre-los a-la mos can tas al ga-ga go-je
Os dea mor queen-tre-los a-la mos rey pondeel pa-jo no fiene-tea
    ";"Fuentes 
Hermosa tortola
Mudanza

Her-mos-a tor-to-la queen-tre los a la mos can tas al 6 gorye 

11 os dea mor ques tre /s - le moS res pondeel paDja- ro D.C. rito sea to gra FloR.";;
164;C01-45;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-45a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/he_de_hacer_unas_mudanzas.xml;He de_hacer unas mudanzas y las hemos de bailar al glorioso San Antonio los hijos de_este lugar, los hijos de_este lugar;136.0;"He de hacer unas mudanzas y las hemos de bailar al glo-
rioso San An-to-dio los hi-jos deste lu-gar, los hi-jos deste lu-gar";"text
    He de hacer una mudanza
    He de cere un nas mudanza y las bemos de boi lar al glo.
    no so san ho to no los hi -jos deste lu -gar, los hi -jos deste lu -gar
    ";"Arriba He el hacer un mudanzas
Mudanza 
    D. B.. 1D... DD.B.D.B.
He cede cer U- nas mu - danzas y al hemos baI-bai lar S./ DC,
JDD JD JOD IDO DBS BD PIS IDS IBO ODO ADBA DOBA JOE DEESTE LU gar, los bi-jOS Deeste lu Bar SOLO Jan Ab to bio lo s hi j os d eest eu ga r.";;
165;C01-46;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-46a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/hermosa_rosa.xml;"Hermosa rosa florida_alba_haca_azucena blanca, dorado clavel; este_es el ramo para mi morena que_es hermosa_y bella_y se llama_Isabel";158.0;"Hermosa rosa, flor, ideal, blanca, dorada, clavel; 
éstes el ramopa,
ra mi no le da que, hermosa y bella y se llamalsa bej.";" 
Hermos roca
    Tu roca flotante
    Cada vez que lo ve,
    Es el cielo que te reza.
    ";"Fuentes 
Hermosa rosa Mudadaza
Her moso rosal flo ri daalbahacau0 ce no blanca do ra-do clavel; estes el ramopa na mi more pa goeess ber moSojay be lay se 1a. nosabeb.";;
166;C01-47;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-47a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/la_margen.xml;A la margen de_un costado un arroyo de_agua vi A la vi, y_un pastor enamorado siempre canta_y dice_así: arroyueloprodigioso de su corriente cristal y responde lastimoso son órdenes de mi mal, son órdenes de mi mal;247.0;"A la margen de un castaño un arroyo de agua vi
A la margen de un castaño un arroyo de agua vi
y un pastor enamorado siempre con tardía el arma
y un pastor enamorado siempre con tardía el arma
y vuelo prodigioso de su corriente cristal
y tal y respóndelastimoso sonor de desde ande mi mal";" 
     La margen
     Al la margen duncos-tado un arro yo deguo vi Ha vi yun pastore-na mo,
     Ra-do siempre cantandica si ano -yuelo prodigi-goso desu corriente cris,
     Tal y res pondle lasti-mo-jo son or de bes de mi mal somor de neve mi me.
     ";;;
167;C01-49;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-49a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/la_campana_nicolasa.xml;La campana Nicolasa se fundaba_en Aragón La camgón y los moros la causaron con cautela y_a traición. La procesión de Nicolás fue la que más en la_ocasión libertad nuestra prisión libertas nuestra prisión;233.0;La campana Nicolasa se fun-da baen Ara-gon La cam-;" 
     La campana Nicolasa
     La cam-pa na Ni-co la sa se fun-da baen ra-gon La cam
     Gon y los moros la cau sa-ron con caye la gat-rai-cion la prce-sion de Ni-co
     Las fo la que mas en laoca sion li-ber-tad nuestra pri-sion
     ```
    ";"La campaña Nicolasa
Mudanza

tranco 
# #2 | p >: D.D. A 1A a sa se fun- da baen G on Lacaro 

| d b g h i j k l m n o P Q R S T U V W X Y Z I J K L M N O P Q R S T U V W X Y Z |
   |||||

con y los moros la cau s au con cante lein de IV-co-D.C.

las joe que mas en loca son.sion.liber-tad nuestras pri:";;
168;C01-50;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-50a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/la_rueda.xml;"En la plaza mayor de Sevilla la rueda de_un coche a_un niño mató y su y resucitó y resucitó viva, viva la virgen del Carmen y todos vivamos en gracia de Dios
Y su madre triste y_afligida un Escapulario del Carmen le_echó y todos vivamos en Gracia de";285.0;"En la plaza Mayor de Sevilla la rueda de un coche a un niño mató; y su madre lloró; su madre lloró y resucitó. ¡Viva la Virgen del Carmen! y todos vivamos en gracia de Dios.";"text
    En la plaza de Seville la rue-da deun
    En el río del co-cheau, ni-ño ma-to y su y resu ci-to y re-su ci-to Vira
    Cav men lee-cho y to-dos vi-vamos en la cumbre de dios
    Y irá la Virgen del Carmen y to dos vi-vamos en gracia de Dios
    ";"
En el nombre del Señor, yo os salvo.
La rueda
Mudanza

Ep. y su ma- dre tris - te ya fli-
ma da un Esc a po-

co-cheau ni o-mo pi rey so ci to-y si ro-su-cia-tos di namas en Je-pcia-de-dios.

Ri va-la Virgen-Carmen-to dos vi-a-vie mas-en-gracia-Dios,
";;
169;C01-52;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-52a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/baila_gitana.xml;Baila, baila, gitana delante del Rey, y la reina de celos la mandó preder Baila, der, ay que se va_el pajarito_al mar síguelo que se va_a_embarcar sí, sí, sí, no, no, noque_en la jaula_está ay qué rigor ay qué penar puede seguir la buena mar, si_es usted la gitana no me_ha de_engañar, si_es us;325.0;"Baila, baila, gitana delante del Rey y la reina
Baila, gitana delante del Rey, que se va el pajarito al mar
Si que lo que se va a embarcar, si, si, si, no, no, no
Que en la jaula está y quiere ir, ay que penar puede seguir la buena mar,
si Jesus te la quitara no me la tengas 
ay si Jesus";" 
     Baila, baila, gita pa'de len te del Rey, y la reinaque
     ce los la man do pren der Baila der ay, que se va pa'ja ri-to al
     man si que lo que se vaemban car, si, si, no, no, no-queenla
     Jan la erig si que ri- gor ay que be na puede se gojir labuena
     mar, sies us te legi-ta na no meha denga -par sies us -
    ";"
Baila, bailá
Rey y lo reinado,
Mudanza.

D. D.
ce los man do pren der Baili-
der ay que vela ri-toal

may si gue to quesé bar car sí, sì, sin no., nò-queenla-

Jau le estan by quèr-gor a gy qué pe nor puede ser goj labuena?

mar.sies omeha denga - tar sievs u me ha denca -

";;
170;C01-55;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-55a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/dos_tres.xml;Dos, tres van por una_aliaga morenita mía. Dos, tres van por una_aliaga morinita_andar;100.0;"Dos, tres van por u na-
lia ea, more ni ta mia, dos tres
van por o ba- lia ge more ni taan dā";" 
     Dos tres ranpuro noa- liga,more ni-te mila, dos tres
     San por un al-iga more ni-tean de
    ";"
Desires
Mudanez 
Dios, tres renporu nod-iaq,mor nita not a dos tires los D. DD P san por o ga more bi-to-an das-
";;
171;C01-56;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-56a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/una_cinta.xml;Una cinta que cinco me cuesta que si me prometen que siete me dan anda niña_y dala por ocho que bien vale nueve que diez te darán anda rán Una;158.0;"una cinta que cin - co me cuesta - que si me pro- 
me ten que sie - te me dan
anda ni - ñay da - la por o - cho que bien
vale nue ve que diez te da - rán 
anda ran U - na";" 
     Una canta que cin-co ne cuesta que si me pro-
     me ten que sie te me danande ni-nay da la bor
     o-cho que bien vale nue ve que diezeda ran an da ran U-na
    ";"Una cinta
Batle 
una cin ta que cin - co me pro- cues ta -- qui si me-
me ten que sie te ne dan can da ni-nay-da la por 15.
o-cboquebienveuenvelarandadearanandaV-na V. na ran an do ra n a r.";;
173;C01-58;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-58a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/aranduz.xml;Aranduz que vengo de luz, que vengo de luz y traigo linterna que si voy con el pamparaluz con el pamparaluz que viene la Reina Aran;147.0;"Alanduz que vengo de luz, que vengo de luz y traigo linterna
que si voy con el pamparaluz con el pamparaluz que viene la Reina Alanduz";" 
     A- ran que vengo de 
     A- ran que vengo de 
     Fer-nu que si voy con el bamba-ra-luz con el bamba-ra-luz que vie-me la Re- na H- ran 
     ";"A- ran dúz vengo do luz y tráiz go lin
D. D. P 1! ter - na qué si voy con el pam pa-ra-luz coñel pamo-pa-ro-
lo'z qüe vie-ne-la Rei-na H-ran-a.";;
174;C01-60;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-60a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/la_cardelina_04.xml;La cardelina se_ha_ido del nido no lo busquemos que se_ha perdi;71.0;la cardelina se ha ido del nido no lo busquemos que está perdido;"
    la carde - li - na senalo del ni - do no lo bus - ques per di - do
    ";;;
175;C01-61;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-61a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/baile_de_san_nicolas.xml;Hombres, mu jeres y niños, todos con gran devoción. Hom ción. Aclaman a nuestro Santo y_aclaman su protección A ción;260.0;"Hombres, mujeres y
niños todos 
con gran devoción 
claman a nuestro Santo ya claman su protec- 
ción";"text
    Homenaje a nuestra Santa y la que nos protege.
    ";"Hom. bres, mujeres y bi- fios to dos con gran de uo cion Hom-c Dion A D.C 
V2 V:1 22 clamen a nuesta Sanlo ya cla moan so protec - cridn R cilin";;
176;C01-62;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-61a_0.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/los_frailes_de_san_francisco.xml;"Los frailes de San Francisco han plantado_un pepinar Los nar Los pícaros de los frailes qué pepinos come rán Los rán
Las monjas de Santa Clara les han mandado decir, Las cir, que si_ellos tienen pepinos, ellas tienen perejil, que jil";130.0;"Hombres, mujeres y niños todos con gran devoción  
claman a nuestro Santo cada día con su protección";"
    Hom. bres, mujer y niño, todos con gran delectación
    Homenaje a nuestro Santo y la mujer su protección
    ";"Hom. bres, mujeres y bi- fios to dos con gran de oo - cion Hom-o Cidn A-. D.C.
V2:1
clamen a nuesta Sanpo ta ya clon moan so protec-cio r o fec-ion R";;
177;C01-63;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-63a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/venid_fementidos.xml;"Venid, fementidos, cobardes, venid; el turco_os provoca a sangrienta lid.";85.0;"Venid, fementidos
venid, fementidos, cobardes, venid; el turco os provoca
a Sangrienta lid.";"text
    ve-nid, femen-ti-da, co-barde, ve-nid el furcous pro
    no-cd d sangrienta lid Noha
    ";;;
178;C01-64;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-64a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/ya_valientes_otomanos.xml;Ya, valientes otomanos, no ganaréis la batalla;55.0;Ya, va - lentes o-to- ma- nos, no ca - na- réis la ba - ta - lla;" 
     Ya va lentes o-to-ma-no, no que no-reis la ba-ta-llle
    ";;;
179;C01-65;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-65a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/cortesias.xml;Patrona San ta_Anadadnos asistencia para que bailemos en vuestra presencia;87.0;"Patrona Santanna
danudos asistencia para que bai-
lemos en vuestra presencia";" 
     Cortesía
     Pa-tro na sen ta-ta-no da-dos a-sis-ten-cie pa-ra que ba-i
     le-mos en nuestra pre-sen-cia
     ";"
le- mos    uvestra pre en ser cia
";;
180;C01-66;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-66a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/vamos_a_la_virgen_de_arcos.xml;Vamos a la Virgen de Arcos con contento y_alegría para que nos dé su gra cia y_obsequiarla_en este día y_obse a;126.0;"Vamos a la Virgen de Arcos con contento y alegría  
para que nos dé su gracia y nos se  
quiarlo en este día ";" 
     vamos a la virgen del Carmen
     con con-tento ya le-qui-a para que nos de su gra-cio yoble quieran este dia- yose a-
     vamos a la virgen de Arcos
    ";;;
181;C01-68;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-68a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/don_pedro_alcantara.xml;Don Pedro_Alcantara, dulce Señor de Velilla de_Ebro tomas posesión;78.0;"""Doña Pedro tu arai dulce Señora de Velilla del Ebro todo el pue - e s no""";" 
     text of the lyrics
    ";"
    Ocasion
";;
182;C01-70;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-70a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/con_aire_te_vas_a_misa.xml;Con aire te vasaMisa, con aire_entras en el templo y con aire te_arrodillas junto_al Alcalde primero;116.0;Con aire te vas a Misa, con aire entras en el templo y con aire te arrodi- llas junto al altar de prime-ro.;" 
     Con aire te vas a Misa
     Romance
     Con-aire te vas-a Mi-sa, con-aire-cu-tras en el tempo y con
     a-i-re te-barr-o di-mas jun-to al cal de pri-me-ro
     ";;;
188;C01-76;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-76a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/diana.xml;(A);3.0;no hay liricas en la imagen;" 
     Solo el texto de las liricas debajo de las notas musicales.
     ";;;
194;C01-85;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-85a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/cuando_los_mancebos.xml;"Cuando los mancebos salen a reñir salen a la plaza con ánimos de ir
una_estocadita y_otra del revés y_otra que te pego y calles otra vez";156.0;"Cuando los mancebos

salen a reñir

y otra del revés

salen a la plaza con ánimo de ir

pego y calles otra vez";"
    Cuando los mancebos
    salen a re- bir
    yo-tra del re- ves
    salen a la
    yo-tra que te
    ";"
Pasacalle 
Cuando los man- ce-bos    Zorreguanceb - La Magdalena
los   mon  re-lens a la u. n-as to ca-ra di-la ve's yo-tra que te D.D.
plas za con AL ni-mo de ir co les o-tro vez pe-go y 
";;
195;C01-86;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-86a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/a_la_golondrina.xml;A la golondrina que va por la sie rra le dijo_el mancebo dónde vas morena, morena dónde vas a contar los pasos que te perderás;142.0;"A la golondrina que va por la

sierra le di joel man cebo donde vas no

verena, no verena donde vas a con tar los pasos que te perde-ras";" 
     La golondrina
     Mudanza
     Zaragoza-Lallaguerca
     H la go-lon-drina que por la sierra le di joel man ceasedonde vas no
     re na, no re na doonde vas a contar los pasos que te perde-ras
     ";;;
196;C01-87;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-87a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/tres_meses_justos.xml;Tres meses justos estuve_en Valencia, ay de mi dolencia quién te_había de_olvidar fui a por agua_a la fuente_a_Alicante siendo tan bonita quién te_ha bí a de_olvidar;187.0;"Tres meses justos es-tu
fui a por a - gua
";" 
     Tres meses justos es - tu veena - lencia ay de mi do - lenciaquen ta de ti - dar
     Fu a por a - quaia fuenteali - cante sien do ta bo - ni ta quie ten bi - a de ti - dar
    ";;;
197;C01-a001;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-a001a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/gerineldo_01.xml;Gerineldo, Gerineldo Gerineldito pulido quién te pillara_esta noche tres horas a mi_albedrío;112.0;Ge-ri-nel-do, Ge-ri - nel - do Ge-ri - nel di - to pu -li - do – quién te pi - la na esta no che - tres ho - ras a malbe - drio ----;" 
     Geri-ne-do, Geri-ne-do
     Quiente pi-la mesta
     No cbe
     Tres bo-ras a mal be - drio
    ";"Ge-ri-ne-do,Ge-r-i-nel-dó
        -p-o-
     li-do 
  ? 7.9 D.D..D...A.";;
199;C01-a003;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-a003a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/gerineldo_03.xml;Gerineldo, Gerineldo, Gerineldito pulidoquién te pillara_esta noche tres horas a mi_albedrío;113.0;Ge - ri - nel  do, Ge - ri - nel - do, Ge - ri - nel - di - to pu li - do - quien te pie - ra este no - che tues ho - ras a mi albe - dri - o;"
        Geri - nel do, Geri - nel -
        Geri - nel di, Geri - nel do -
        Quente stria faesta no -
        Cioe tues do - ras a miad be +ri -
    ";;;
200;C01-a004;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-a004a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/grandes_guerras.xml;Grandes guerras se publican por la tierra_y por el mary_al Conde Flores le nombran por Capitán General y_al Conde Flores le nombran por Capitán General;171.0;"Grandes guerras se pu-bli-can por la tierra y por el mar-   
yal Con de Flo-res le nombran   
por Ca-pi-tán Ge-ne-ral   
yal Con de Flo-res le    
nombran por Ca-pi-tán Gene-ral";" 
     Grandes guernas se po - blan
     mar - yal Conde flo-res le
     nom bran
     por la tierra y por el
     ca - pi - tan Ge-ne -ral
     yal Con de flo-res le
     nom bran
     por ca - pi - tan Ge-ne -ral
    ";"Grandes guerras se po - bierray por el
mar    val Conde Flo- res le nom bran 
por Ca  pi-tan Ge ne ral yel conde F1o-res-le mom brad poor Co: pa-fab ge-ne-r al.";;
201;C01-a005;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-a005a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/estaba_el_rey_don_fernando.xml;Estaba_el Rey don Fernando, un lirón, pon, tebereberón, a la_orillita del mar a la_orillita del mar;114.0;"Es-ta - ba el Rey Don Fer - nan - do, un li -
rri - lli - ta del mar a la- rri - lli - fa del mar";"
    ri-lli-ta del mar a lo- ri-lli-ta del mar
    ";"Es-ia - Basel Rey Don Fer. nap-do, up li. ron pan,
te-be-re be re bon a 100-";;
203;C01-a008;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-a008a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/carmona_se_paseaba.xml;Carmona se paseaba Carmona se paseaba por una sala muy grande por una sala muy grande;101.0;"Carmona se paseaba 
Carmona se paseaba por una calle muy grande por una calle muy grande";"Carmona de paso a 4/4
     Carmonase paso a 4/4
     Carmonasale mugronde mugronde mugronde
     Mugronde mugronde mugronde
     Rento";Carmoña se pase - sba carmonasa pose a 6a poruna sa le muyerande morona saddle moy pikinde;;
204;C01-a009;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-a009a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/lisbona_se_paseaba.xml;Lisbona se paseaba, Lisbona se paseaba por una sala muy grande por una sala muy grande;102.0;"Lisbo pa se pa-se - a be
por u - na sa - la muy grande";"my grand bou u na sa - la my grand bou u na sa - la
     Lis bo na se pa se - a 96 Lis bo na se pa se - a 96";per o- na sa - ta my gialde por u so pa 1a mo y grand;;
205;C01-a011;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-a011a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/soldadito_soldadito.xml;Soldadito, soldadito de dónde_ha venido_usté De la guerra señorota ¿qué se le_ha_ofrecido_a_usted? ¿ha vis;124.0;"-Solda-di-to solda-di-to de dón de ha ve-ni dous-té - De la que rra se  lió - ri-ta que se le ha of re ci do aus-ted ¿Ha vis-
";"text
    Sol da-di-to sol-da-di-to de don dehav-e-ni do-us-te-De la
    que-ro se-bio - ri-ta qude se lehaqfe ciolous- ted gila vis-
    ";"
    Sol da - di- to sol-da  del ba ve ni do us te De La
";;
207;C01-a013;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-a013a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/el_rey_de_las_cinco_villas_01.xml;El Rey de las Cinco Villas el Rey de las Cinco Villas, din din dale dale ma ña bom bón tiene_una hija muy salada que;127.0;din dale dale maña bom bom tie - neu nahija muy sa - la - da - que;"text
de las Cin-co Villas
dindale dale
manana bom bom
tie-neyu nabiha
muy sa-la-da
que
    ";"Rey delas Cin co Villal Rey cin-co Vil-las, din
din date daie man a bom 6oy tie - neu nabi-a muy sa- ta-da que";;
208;C01-a014;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-a014a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/el_rey_de_las_cinco_villas_02.xml;El Rey de las Cinco Villas tiene_una_hija muy salada que la quiere meter monja y_ella quiere ser casa;114.0;"El Rey de las Cinco Villas tiene una hija muy salada
que la quiere meter monja ella quiere ser casada";" 
     El Rey de las Cinco Villas 
     te-neu-nahija mysa - la - da 
     que la que te meter monja ye -lla que re ser ca - sa - da 
    ";"9.7 1 D.D.D.. 
que   es    meter quie re ce ra se da.";;
209;C01-a015;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-a015a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/piso_oro_piso_plata.xml;Piso oro piso plata, piso las calles del Rey por el a esta no la quiero porque_es muy pelo;100.0;"Piso oro piso, plata, piso las calles del Rey por el
a ésta no la quiero porque es muy pelona";"texto de las liricas
    piso o-ro piso pla-ta, piso las ca-les del Rey porel
    y esta no la quieren burquesmy pelo-na
    ";"
arabe
a esta no le quiero borques my pelo - na 
";;
210;C01-a016;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-a016a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/dona_infanta_de_oliva.xml;De noche de noche era de noche que no de día cuando llevaron los moros a Doña_Infan ta de_Oli;105.0;"De noche de noche era de noche que no de-

día cuando llevaron los moros a Do- ña Infanta de O- livia";"
    De no-cbe de no-cbe c-ra de no-cbe que no de
    Cuando le-va-ron los moros o Do-nadja-ntra deO- li-a
    ";"De no-cbe de-no-che e-ra do-que no-de
        D. I E A B C 3 
     di-a cuen-do lle-uara-lon los-moros a Do-ni-o-s moro-as li-i-ras.";;
214;C01-a020;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-a020a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/la_senora_leonor.xml;Estaba_una señori ta riaucatabliau sentadita_en su balcón, ay, sí, ay no sentadita_un su balcón;111.0;"Esta bav na señori ta ri au ca ta pliau sentz
di taen su bal cón, ay si, ay no
senta di taen su bal con";" 
     Es-ta-bau-na sen-o ri-ta riav-cata pliov senta
     di-tan subel con,ay si,ay no senta di-tan subel con
    ";"
arriba-ba-    ta  sero - ri-tau ca t a riau sentza
di-fauen su bal coniay si, ay no senta di taben so gal-ocon 
";;
215;C01-a021;https://musicatradicional.eu/sites/default/files/images/concurso_c01/c01-a021a.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c01/estaba_una_senorita.xml;Estaba_una señori ta que que con el oritín, que que con el oritón sentadita_en su rincón;101.0;"Es-ta- ba una se-ño-ri-ta que que con el ori ti on, que 
que con el o-ri-ton se-pta di-ta en sur vin con";" 
     que conel o ri - to  sentir di - ta en su rip - con
     Es - ta paus seo - ri - ta que conel o ri - to, que
     ";"Es- ta - bauna sebo ri 1a que qui conel ori, tio,
que cone lo r i ton sedta di-t a ensurip cori enco";;
221;C40-012;https://musicatradicional.eu/sites/default/files/images/concurso_c40/c40_0046.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c40/12.xml;"La Quaresma ja's passada, la Quaresma j'as passada Mare de Déu que no torn; que tenc s'esquena_escorxada, que tenc s'esquena_escorxada d'anar a dormi de jorn, d'anar a dormir de jorn.";206.0;"""La Quaresma ja's passada
Mare de Déu que no torn;
que tenc s'esquena escorxada 
d'anar a dormir de jorn.""";"
    La Quaresma ja's passada
    Mare de Déu que no torn,
    que tenc s'escorzada
    d'anar a dormir de jorn'.
    ";"La cuanta N'Andreu Estarells,
recullida del viu en Banyola. 1902
""Seixim el cantar.
Que tenc's esquena escorxada 
d'an ar dormir d'en Jorn"".";;
222;C40-013;https://musicatradicional.eu/sites/default/files/images/concurso_c40/c40_0054.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c40/13.xml;"No_hi hi dissabte sen sol ni fadrina sens_amor; ni casada sens dolor ni viuda sense consol; ni casada sens dolor ni viuda sense consol, consol.";162.0;"No hi ha dissabtè sens sol
ni fa drina sens amor
ni ca sada sens do lor
ni vi uda sens se con sol";"
    NO HI HA DISSABTE SENS SOL
    ni fadrina sens amor;
    ni casada sens dolor
    ni vida sens consol"".
    ";;;
236;C40-063;https://musicatradicional.eu/sites/default/files/images/concurso_c40/c40_0143.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c40/63.xml;El jorn del judici serà pel qui haurà fet servici. Jesucrist Rei universal homo_i ver Déu eternal del cel vindrà per a jutjar i a cada u lo just darà.;170.0;"""Sibil.la aguanta sa coca
que no't caiga de ses mans;
perque hi ha dos escolans
que baden un paum de boca"".";" 
     Sibilla aguanta sa coca
     que no't caiga de ses mans;
     perque hi ha dos escolans
     que baden un paum de bocca.
    ";"
...continua...
";;
237;C40-064;https://musicatradicional.eu/sites/default/files/images/concurso_c40/c40_0145_0.jpg;https://musicatradicional.eu/system/files/musicxml/concurso_c40/64.xml;Horabaixa post el Sol ploinyava l'infantó no ploreu angelet, no que mu mareta no_ho vol, no ploreu angelet, no que mu mareta no_ho vol. Nonino, nonino, Una_engronsadeta pel nin petitó. Nonino.;222.0;"Hora baixa post el sol
plorinyava l'Infantó.
-No ploreu, angelet, no,
que ma mareta no ho vol.
No-ni-no, no-ni-no!
Una engronseta
pel nin petitó.";"
    Hora baixa post el sol
    plorinyava l'infantó.
    -No ploreu, angelèt, no,
    que na maretà no ho vol.
    No-ni-no, no-ni-no!
    Una engrosadeta
    pel nin petít.
    ";;;
